"task_id","phase","workstream","module_id","module","task","issue","recommendation","priority","effort","dependencies","acceptance_evidence","owner","status","reconciliation_status","evidence","basis","reconciled_at"
"UX-067A","Phase 5","Admin / Organization","ADM-17","Roster and Work Mode publishing","Confirm canonical user journey, route ownership, permissions, and object status model for Roster and Work Mode publishing.","Roster assignment and worker-facing publication are not yet one obvious flow.","From roster, assign event/tour/venue, role, manager, schedule, tasks, docs, contacts, and publish to Work Mode.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Roster and Work Mode publishing.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-067B","Phase 5","Admin / Organization","ADM-17","Roster and Work Mode publishing","Implement the complete responsive workflow and all system states for Roster and Work Mode publishing.","Roster assignment and worker-facing publication are not yet one obvious flow.","From roster, assign event/tour/venue, role, manager, schedule, tasks, docs, contacts, and publish to Work Mode.","P1","L","UX-067A,FND-020,FND-023,FND-026,FND-027,FND-034","A published assignment appears immediately in the correct worker context with change notifications.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-067C","Phase 7","Admin / Organization","ADM-17","Roster and Work Mode publishing","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Roster and Work Mode publishing.","Roster assignment and worker-facing publication are not yet one obvious flow.","From roster, assign event/tour/venue, role, manager, schedule, tasks, docs, contacts, and publish to Work Mode.","P1","M","UX-067B,FND-040","Automated and manual evidence proves Roster and Work Mode publishing at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-068A","Phase 5","Admin / Organization","ADM-18","Scheduling and shifts","Confirm canonical user journey, route ownership, permissions, and object status model for Scheduling and shifts.","Admin sidebar links to scheduling, but demo/prototype and live modes coexist.","Make live scheduling canonical; include zones, availability, overtime/conflicts, bulk assign, publish, change diff, and acknowledgement.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Scheduling and shifts.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-068B","Phase 5","Admin / Organization","ADM-18","Scheduling and shifts","Implement the complete responsive workflow and all system states for Scheduling and shifts.","Admin sidebar links to scheduling, but demo/prototype and live modes coexist.","Make live scheduling canonical; include zones, availability, overtime/conflicts, bulk assign, publish, change diff, and acknowledgement.","P1","L","UX-068A,FND-020,FND-023,FND-026,FND-027,FND-034","Shifts persist, notify assignees, and display identically in Admin and worker Work Mode.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-068C","Phase 7","Admin / Organization","ADM-18","Scheduling and shifts","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Scheduling and shifts.","Admin sidebar links to scheduling, but demo/prototype and live modes coexist.","Make live scheduling canonical; include zones, availability, overtime/conflicts, bulk assign, publish, change diff, and acknowledgement.","P1","M","UX-068B,FND-040","Automated and manual evidence proves Scheduling and shifts at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-069A","Phase 5","Admin / Organization","ADM-19","RBAC and access","Confirm canonical user journey, route ownership, permissions, and object status model for RBAC and access.","Permission matrices are difficult to reason about and high risk.","Use role presets, scope chips, capability explanations, preview-as-user, effective-access summary, and audit history.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for RBAC and access.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-069B","Phase 5","Admin / Organization","ADM-19","RBAC and access","Implement the complete responsive workflow and all system states for RBAC and access.","Permission matrices are difficult to reason about and high risk.","Use role presets, scope chips, capability explanations, preview-as-user, effective-access summary, and audit history.","P1","L","UX-069A,FND-020,FND-023,FND-026,FND-027,FND-034","An admin can prove why a user can perform an action and revoke safely.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-069C","Phase 7","Admin / Organization","ADM-19","RBAC and access","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for RBAC and access.","Permission matrices are difficult to reason about and high risk.","Use role presets, scope chips, capability explanations, preview-as-user, effective-access summary, and audit history.","P1","M","UX-069B,FND-040","Automated and manual evidence proves RBAC and access at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-070A","Phase 5","Admin / Organization","ADM-20","Communications and inbox","Confirm canonical user journey, route ownership, permissions, and object status model for Communications and inbox.","Admin inbox, communications, event messages, bulletins, and legacy message models overlap.","Adopt unified threads with operational context, task conversion, attachments, mentions, read state, and search.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Communications and inbox.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-070B","Phase 5","Admin / Organization","ADM-20","Communications and inbox","Implement the complete responsive workflow and all system states for Communications and inbox.","Admin inbox, communications, event messages, bulletins, and legacy message models overlap.","Adopt unified threads with operational context, task conversion, attachments, mentions, read state, and search.","P1","L","UX-070A,FND-020,FND-023,FND-026,FND-027,FND-034","One thread remains the same object wherever it is opened.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-070C","Phase 7","Admin / Organization","ADM-20","Communications and inbox","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Communications and inbox.","Admin inbox, communications, event messages, bulletins, and legacy message models overlap.","Adopt unified threads with operational context, task conversion, attachments, mentions, read state, and search.","P1","M","UX-070B,FND-040","Automated and manual evidence proves Communications and inbox at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-071A","Phase 5","Admin / Organization","ADM-21","Finances, budgets, settlements","Confirm canonical user journey, route ownership, permissions, and object status model for Finances, budgets, settlements.","Finance screens need stronger source/reconciliation and permission framing.","Separate budgets, actuals, transactions, invoices, settlements, payouts, and reports; add locked periods and export.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Finances, budgets, settlements.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-071B","Phase 5","Admin / Organization","ADM-21","Finances, budgets, settlements","Implement the complete responsive workflow and all system states for Finances, budgets, settlements.","Finance screens need stronger source/reconciliation and permission framing.","Separate budgets, actuals, transactions, invoices, settlements, payouts, and reports; add locked periods and export.","P1","L","UX-071A,FND-020,FND-023,FND-026,FND-027,FND-034","Every total reconciles to entries and critical mutations require confirmation and audit.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-071C","Phase 7","Admin / Organization","ADM-21","Finances, budgets, settlements","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Finances, budgets, settlements.","Finance screens need stronger source/reconciliation and permission framing.","Separate budgets, actuals, transactions, invoices, settlements, payouts, and reports; add locked periods and export.","P1","M","UX-071B,FND-040","Automated and manual evidence proves Finances, budgets, settlements at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-072A","Phase 5","Admin / Organization","ADM-22","Ticketing and door operations","Confirm canonical user journey, route ownership, permissions, and object status model for Ticketing and door operations.","Ticketing/enhanced routes and event ticket tabs overlap.","Make event-scoped ticket workspace canonical with types, campaigns, orders, refunds, credentials, guest list, scans, and settlement.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Ticketing and door operations.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-072B","Phase 5","Admin / Organization","ADM-22","Ticketing and door operations","Implement the complete responsive workflow and all system states for Ticketing and door operations.","Ticketing/enhanced routes and event ticket tabs overlap.","Make event-scoped ticket workspace canonical with types, campaigns, orders, refunds, credentials, guest list, scans, and settlement.","P1","L","UX-072A,FND-020,FND-023,FND-026,FND-027,FND-034","Ticket lifecycle uses one status model and permission set across Admin, Venue, buyer, and door staff.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-072C","Phase 7","Admin / Organization","ADM-22","Ticketing and door operations","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Ticketing and door operations.","Ticketing/enhanced routes and event ticket tabs overlap.","Make event-scoped ticket workspace canonical with types, campaigns, orders, refunds, credentials, guest list, scans, and settlement.","P1","M","UX-072B,FND-040","Automated and manual evidence proves Ticketing and door operations at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-073A","Phase 5","Admin / Organization","ADM-23","Marketplace, store, and inventory","Confirm canonical user journey, route ownership, permissions, and object status model for Marketplace, store, and inventory.","Commerce categories have separate dashboards and may show features before operational readiness.","Use a commerce hub with listings, external links, orders, fulfillment, requests, fees, payouts, disputes, and inventory.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Marketplace, store, and inventory.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-073B","Phase 5","Admin / Organization","ADM-23","Marketplace, store, and inventory","Implement the complete responsive workflow and all system states for Marketplace, store, and inventory.","Commerce categories have separate dashboards and may show features before operational readiness.","Use a commerce hub with listings, external links, orders, fulfillment, requests, fees, payouts, disputes, and inventory.","P1","L","UX-073A,FND-020,FND-023,FND-026,FND-027,FND-034","Every account type sees only allowed product types and valid fulfillment workflows.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-073C","Phase 7","Admin / Organization","ADM-23","Marketplace, store, and inventory","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Marketplace, store, and inventory.","Commerce categories have separate dashboards and may show features before operational readiness.","Use a commerce hub with listings, external links, orders, fulfillment, requests, fees, payouts, disputes, and inventory.","P1","M","UX-073B,FND-040","Automated and manual evidence proves Marketplace, store, and inventory at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-074A","Phase 5","Admin / Organization","ADM-24","Artist, venue, agency, and network CRM","Confirm canonical user journey, route ownership, permissions, and object status model for Artist, venue, agency, and network CRM.","Directory, partner CRM, booking, staffing, and relationship views are not consistently distinguished.","Use entity records with public profile, private relationship notes, opportunities, bookings, contacts, documents, and activity.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Artist, venue, agency, and network CRM.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-074B","Phase 5","Admin / Organization","ADM-24","Artist, venue, agency, and network CRM","Implement the complete responsive workflow and all system states for Artist, venue, agency, and network CRM.","Directory, partner CRM, booking, staffing, and relationship views are not consistently distinguished.","Use entity records with public profile, private relationship notes, opportunities, bookings, contacts, documents, and activity.","P1","L","UX-074A,FND-020,FND-023,FND-026,FND-027,FND-034","Public data and private CRM data are visibly separated and permissioned.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-074C","Phase 7","Admin / Organization","ADM-24","Artist, venue, agency, and network CRM","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Artist, venue, agency, and network CRM.","Directory, partner CRM, booking, staffing, and relationship views are not consistently distinguished.","Use entity records with public profile, private relationship notes, opportunities, bookings, contacts, documents, and activity.","P1","M","UX-074B,FND-040","Automated and manual evidence proves Artist, venue, agency, and network CRM at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-075A","Phase 5","Admin / Organization","ADM-25","Content, music, EPK, website, and feed tools","Confirm canonical user journey, route ownership, permissions, and object status model for Content, music, EPK, website, and feed tools.","Several Admin content destinations behave more like monitors than operational tools.","Define approve, moderate, curate, publish, feature, unpublish, and audit actions for each content type.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Content, music, EPK, website, and feed tools.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-075B","Phase 5","Admin / Organization","ADM-25","Content, music, EPK, website, and feed tools","Implement the complete responsive workflow and all system states for Content, music, EPK, website, and feed tools.","Several Admin content destinations behave more like monitors than operational tools.","Define approve, moderate, curate, publish, feature, unpublish, and audit actions for each content type.","P1","L","UX-075A,FND-020,FND-023,FND-026,FND-027,FND-034","Every visible action mutates real state and has permission, confirmation, and rollback.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-075C","Phase 7","Admin / Organization","ADM-25","Content, music, EPK, website, and feed tools","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Content, music, EPK, website, and feed tools.","Several Admin content destinations behave more like monitors than operational tools.","Define approve, moderate, curate, publish, feature, unpublish, and audit actions for each content type.","P1","M","UX-075B,FND-040","Automated and manual evidence proves Content, music, EPK, website, and feed tools at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-076A","Phase 5","Admin / Organization","ADM-26","Analytics, telemetry, flags, and audit","Confirm canonical user journey, route ownership, permissions, and object status model for Analytics, telemetry, flags, and audit.","Insights/system tools mix business analytics with platform administration.","Separate organization insights from system governance; label feature flag scope and audit immutability.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Analytics, telemetry, flags, and audit.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-076B","Phase 5","Admin / Organization","ADM-26","Analytics, telemetry, flags, and audit","Implement the complete responsive workflow and all system states for Analytics, telemetry, flags, and audit.","Insights/system tools mix business analytics with platform administration.","Separate organization insights from system governance; label feature flag scope and audit immutability.","P1","L","UX-076A,FND-020,FND-023,FND-026,FND-027,FND-034","Users see only the governance tools appropriate to their organization role.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-076C","Phase 7","Admin / Organization","ADM-26","Analytics, telemetry, flags, and audit","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Analytics, telemetry, flags, and audit.","Insights/system tools mix business analytics with platform administration.","Separate organization insights from system governance; label feature flag scope and audit immutability.","P1","M","UX-076B,FND-040","Automated and manual evidence proves Analytics, telemetry, flags, and audit at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","needs remediation","needs remediation",".agents/admin-dashboard-builder, .agents/admin-feature-spec-builder, and .agents/admin-ui-wiring ledgers.","Substantial implementation exists; each audit task still requires current acceptance evidence.","2026-07-28"
"UX-077A","Phase 6","Shared / Platform","SHR-01","Global navigation and account switcher","Confirm canonical user journey, route ownership, permissions, and object status model for Global navigation and account switcher.","Root nav remains mounted above Artist, Venue, and Admin shells, creating double chrome and competing active states.","Adopt one shell contract: account switch, universal search/inbox/help, local navigation, context label, and mobile behavior.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Global navigation and account switcher.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-077B","Phase 6","Shared / Platform","SHR-01","Global navigation and account switcher","Implement the complete responsive workflow and all system states for Global navigation and account switcher.","Root nav remains mounted above Artist, Venue, and Admin shells, creating double chrome and competing active states.","Adopt one shell contract: account switch, universal search/inbox/help, local navigation, context label, and mobile behavior.","P1","L","UX-077A,FND-020,FND-023,FND-026,FND-027,FND-034","Each route renders one primary nav and one consistent utility zone.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-077C","Phase 7","Shared / Platform","SHR-01","Global navigation and account switcher","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Global navigation and account switcher.","Root nav remains mounted above Artist, Venue, and Admin shells, creating double chrome and competing active states.","Adopt one shell contract: account switch, universal search/inbox/help, local navigation, context label, and mobile behavior.","P1","M","UX-077B,FND-040","Automated and manual evidence proves Global navigation and account switcher at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-078A","Phase 6","Shared / Platform","SHR-02","Messaging","Confirm canonical user journey, route ownership, permissions, and object status model for Messaging.","Messages client is 1,376 lines and context-specific inboxes can diverge.","Split conversation list, thread, composer, context panel, request inbox, and realtime state into shared modules.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Messaging.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-078B","Phase 6","Shared / Platform","SHR-02","Messaging","Implement the complete responsive workflow and all system states for Messaging.","Messages client is 1,376 lines and context-specific inboxes can diverge.","Split conversation list, thread, composer, context panel, request inbox, and realtime state into shared modules.","P1","L","UX-078A,FND-020,FND-023,FND-026,FND-027,FND-034","Direct, request, group, event, hiring, and booking threads share consistent send/read/attachment behavior.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-078C","Phase 7","Shared / Platform","SHR-02","Messaging","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Messaging.","Messages client is 1,376 lines and context-specific inboxes can diverge.","Split conversation list, thread, composer, context panel, request inbox, and realtime state into shared modules.","P1","M","UX-078B,FND-040","Automated and manual evidence proves Messaging at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-079A","Phase 6","Shared / Platform","SHR-03","Notifications","Confirm canonical user journey, route ownership, permissions, and object status model for Notifications.","Notification page uses a visual language that conflicts with the dark platform shell and routing rules are type-specific.","Create one event taxonomy with actor, subject, context, priority, read state, action, and preferences; use semantic icons rather than emoji.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Notifications.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-079B","Phase 6","Shared / Platform","SHR-03","Notifications","Implement the complete responsive workflow and all system states for Notifications.","Notification page uses a visual language that conflicts with the dark platform shell and routing rules are type-specific.","Create one event taxonomy with actor, subject, context, priority, read state, action, and preferences; use semantic icons rather than emoji.","P1","L","UX-079A,FND-020,FND-023,FND-026,FND-027,FND-034","Bell, page, email, and push reflect the same read state and deep-link safely.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-079C","Phase 7","Shared / Platform","SHR-03","Notifications","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Notifications.","Notification page uses a visual language that conflicts with the dark platform shell and routing rules are type-specific.","Create one event taxonomy with actor, subject, context, priority, read state, action, and preferences; use semantic icons rather than emoji.","P1","M","UX-079B,FND-040","Automated and manual evidence proves Notifications at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-080A","Phase 6","Shared / Platform","SHR-04","Documents and file handling","Confirm canonical user journey, route ownership, permissions, and object status model for Documents and file handling.","File upload/share/detail patterns vary across general, event, venue, and onboarding surfaces.","Use one file primitive with progress, virus-processing state, version, permissions, expiry, preview, download, and restore.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Documents and file handling.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-080B","Phase 6","Shared / Platform","SHR-04","Documents and file handling","Implement the complete responsive workflow and all system states for Documents and file handling.","File upload/share/detail patterns vary across general, event, venue, and onboarding surfaces.","Use one file primitive with progress, virus-processing state, version, permissions, expiry, preview, download, and restore.","P1","L","UX-080A,FND-020,FND-023,FND-026,FND-027,FND-034","Upload never appears complete before processing and access is explainable.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-080C","Phase 7","Shared / Platform","SHR-04","Documents and file handling","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Documents and file handling.","File upload/share/detail patterns vary across general, event, venue, and onboarding surfaces.","Use one file primitive with progress, virus-processing state, version, permissions, expiry, preview, download, and restore.","P1","M","UX-080B,FND-040","Automated and manual evidence proves Documents and file handling at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-081A","Phase 6","Shared / Platform","SHR-05","Projects, tasks, contracts, and collaboration","Confirm canonical user journey, route ownership, permissions, and object status model for Projects, tasks, contracts, and collaboration.","Projects, collaboration, event tasks, site-map tasks, and team tasks use several status vocabularies.","Define canonical task, approval, document, and contract states with shared cards, assignee picker, due date, comments, and audit.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Projects, tasks, contracts, and collaboration.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-081B","Phase 6","Shared / Platform","SHR-05","Projects, tasks, contracts, and collaboration","Implement the complete responsive workflow and all system states for Projects, tasks, contracts, and collaboration.","Projects, collaboration, event tasks, site-map tasks, and team tasks use several status vocabularies.","Define canonical task, approval, document, and contract states with shared cards, assignee picker, due date, comments, and audit.","P1","L","UX-081A,FND-020,FND-023,FND-026,FND-027,FND-034","The same task status and action semantics appear in every product context.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-081C","Phase 7","Shared / Platform","SHR-05","Projects, tasks, contracts, and collaboration","Validate accessibility, mobile behavior, performance, telemetry, permissions, and recovery for Projects, tasks, contracts, and collaboration.","Projects, collaboration, event tasks, site-map tasks, and team tasks use several status vocabularies.","Define canonical task, approval, document, and contract states with shared cards, assignee picker, due date, comments, and audit.","P1","M","UX-081B,FND-040","Automated and manual evidence proves Projects, tasks, contracts, and collaboration at 320px, tablet, desktop, keyboard, screen reader, slow network, empty data, error, and forbidden states.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-082A","Phase 6","Shared / Platform","SHR-06","Settings architecture","Confirm canonical user journey, route ownership, permissions, and object status model for Settings architecture.","General, Artist, Venue, Admin, enhanced, optimized, and route-specific settings components overlap.","Create one settings shell and schema: account context controls available sections; each section is independently loadable and saveable.","P1","M","FND-002,FND-007,FND-011","Approved journey map covers entry, orientation, start, validation, completion, recovery, and return for Settings architecture.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
"UX-082B","Phase 6","Shared / Platform","SHR-06","Settings architecture","Implement the complete responsive workflow and all system states for Settings architecture.","General, Artist, Venue, Admin, enhanced, optimized, and route-specific settings components overlap.","Create one settings shell and schema: account context controls available sections; each section is independently loadable and saveable.","P1","L","UX-082A,FND-020,FND-023,FND-026,FND-027,FND-034","Users cannot accidentally edit the wrong account and always see save state and consequences.","","not started","not started","No task-specific acceptance bundle located during the initial reconciliation.","Implementation may exist, but it is not credited without task-level evidence.","2026-07-28"
