coverage_id,persona,stage,goal_id,goal,platform,scenario,entry_route_hint,receiving_actor,expected_persisted_result,owner_domain,shipping_state,status,campaign_id,deployed_sha,actor_ids,before_state,after_state,evidence,finding_id,receiver_evidence,scope_decision_task,scope_approver
MOB-CAT-BOOKING_TENANT_DENIAL-IOS-SUCCESS,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,ios,success,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-IOS-AUTHORIZATION,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,ios,unauthorized,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-IOS-PERSISTENCE,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,ios,persistence,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-IOS-ACCESSIBILITY,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,ios,accessibility,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-ANDROID-SUCCESS,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,android,success,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-ANDROID-AUTHORIZATION,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,android,unauthorized,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-ANDROID-PERSISTENCE,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,android,persistence,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-BOOKING_TENANT_DENIAL-ANDROID-ACCESSIBILITY,foreign_venue_manager,plan,MOB-CAT-booking-tenant-denial,Attempt to view or mutate the first venue's booking,android,accessibility,mobile /bookings,venue,Private booking is hidden and mutation is denied,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-SUCCESS,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,success,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-EMPTY,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,empty_state,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-NOTIFICATION,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,notification,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-PERSISTENCE,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,persistence,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-ACCESSIBILITY,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,accessibility,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-IOS-HANDOFF,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,ios,cross_actor_handoff,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-SUCCESS,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,success,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-EMPTY,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,empty_state,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-NOTIFICATION,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,notification,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-PERSISTENCE,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,persistence,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-ACCESSIBILITY,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,accessibility,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-NOTIFICATIONS-ANDROID-HANDOFF,artist_owner,discovery,MOB-CAT-notifications,Receive and open a campaign notification,android,cross_actor_handoff,mobile /notifications,customer,Tap opens the right destination and read state persists,social,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-SUCCESS,customer,identity,GEN-10,Recover account through supported reset flow,web,success,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-EMPTY_STATE,customer,identity,GEN-10,Recover account through supported reset flow,web,empty_state,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-INVALID_INPUT,customer,identity,GEN-10,Recover account through supported reset flow,web,invalid_input,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-CANCEL_OR_RETRY,customer,identity,GEN-10,Recover account through supported reset flow,web,cancel_or_retry,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-NOTIFICATION,customer,identity,GEN-10,Recover account through supported reset flow,web,notification,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-PERSISTENCE,customer,identity,GEN-10,Recover account through supported reset flow,web,persistence,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-ACCESSIBILITY,customer,identity,GEN-10,Recover account through supported reset flow,web,accessibility,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-RESPONSIVE_OR_NATIVE,customer,identity,GEN-10,Recover account through supported reset flow,web,responsive_or_native,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-10-WEB-UNAUTHORIZED,customer,identity,GEN-10,Recover account through supported reset flow,web,unauthorized,/forgot-password; /reset-password,customer,Password reset and session state persist,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-SUCCESS,customer,close,GEN-11,Export or delete account through supported settings flow,web,success,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-EMPTY_STATE,customer,close,GEN-11,Export or delete account through supported settings flow,web,empty_state,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-INVALID_INPUT,customer,close,GEN-11,Export or delete account through supported settings flow,web,invalid_input,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-CANCEL_OR_RETRY,customer,close,GEN-11,Export or delete account through supported settings flow,web,cancel_or_retry,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-NOTIFICATION,customer,close,GEN-11,Export or delete account through supported settings flow,web,notification,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-PERSISTENCE,customer,close,GEN-11,Export or delete account through supported settings flow,web,persistence,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-ACCESSIBILITY,customer,close,GEN-11,Export or delete account through supported settings flow,web,accessibility,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-RESPONSIVE_OR_NATIVE,customer,close,GEN-11,Export or delete account through supported settings flow,web,responsive_or_native,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
GEN-11-WEB-UNAUTHORIZED,customer,close,GEN-11,Export or delete account through supported settings flow,web,unauthorized,/settings,customer,Account data and authorization state match requested action,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-SUCCESS,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,success,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-EMPTY_STATE,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,empty_state,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-INVALID_INPUT,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,invalid_input,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-CANCEL_OR_RETRY,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,cancel_or_retry,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-NOTIFICATION,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,notification,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-PERSISTENCE,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,persistence,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-ACCESSIBILITY,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,accessibility,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-RESPONSIVE_OR_NATIVE,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,responsive_or_native,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-08-WEB-UNAUTHORIZED,artist_owner,plan,ART-08,Accept event or tour appearance and inspect itinerary,web,unauthorized,/artist/events; /tours/[slug],organization_manager,Appearance and itinerary agree across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-SUCCESS,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,success,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-EMPTY_STATE,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,empty_state,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-INVALID_INPUT,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,invalid_input,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-CANCEL_OR_RETRY,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,cancel_or_retry,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-NOTIFICATION,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,notification,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-PERSISTENCE,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,persistence,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-ACCESSIBILITY,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,accessibility,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-RESPONSIVE_OR_NATIVE,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,responsive_or_native,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-09-WEB-UNAUTHORIZED,artist_owner,close,ART-09,Fulfill campaign merchandise order and inspect payout view,web,unauthorized,/artist/store; /marketplace,customer,Fulfillment and financial state agree with buyer order,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-SUCCESS,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,success,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-EMPTY_STATE,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,empty_state,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-INVALID_INPUT,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,invalid_input,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-CANCEL_OR_RETRY,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,cancel_or_retry,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-NOTIFICATION,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,notification,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-PERSISTENCE,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,persistence,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-ACCESSIBILITY,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,accessibility,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-RESPONSIVE_OR_NATIVE,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,responsive_or_native,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-06-WEB-UNAUTHORIZED,venue_manager,plan,VEN-06,Manage venue calendar holds and conflicts,web,unauthorized,/venue/events; venue availability,organization_manager,Conflicting holds are rejected and accepted holds persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-SUCCESS,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,success,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-EMPTY_STATE,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,empty_state,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-INVALID_INPUT,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,invalid_input,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-CANCEL_OR_RETRY,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,cancel_or_retry,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-NOTIFICATION,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,notification,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-PERSISTENCE,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,persistence,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-ACCESSIBILITY,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,accessibility,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-RESPONSIVE_OR_NATIVE,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,responsive_or_native,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-07-WEB-UNAUTHORIZED,venue_manager,execute,VEN-07,Manage event kit equipment and site map,web,unauthorized,/venue/equipment; /venue/assets,organization_manager,Published operational assets reach authorized team,venue,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-SUCCESS,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,success,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-EMPTY_STATE,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,empty_state,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-INVALID_INPUT,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,invalid_input,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,cancel_or_retry,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-NOTIFICATION,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,notification,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-PERSISTENCE,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,persistence,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-ACCESSIBILITY,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,accessibility,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,responsive_or_native,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-11-WEB-UNAUTHORIZED,organization_manager,plan,ORG-11,Assign event tasks deadlines and documents,web,unauthorized,/events/[slug]/hq; /admin/dashboard/events/[id],worker,Task and document access respect event roles,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-SUCCESS,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,success,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-EMPTY_STATE,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,empty_state,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-INVALID_INPUT,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,invalid_input,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-CANCEL_OR_RETRY,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,cancel_or_retry,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-NOTIFICATION,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,notification,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-PERSISTENCE,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,persistence,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-ACCESSIBILITY,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,accessibility,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-RESPONSIVE_OR_NATIVE,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,responsive_or_native,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-12-WEB-UNAUTHORIZED,organization_manager,plan,ORG-12,Manage tour contracts and shared documents,web,unauthorized,/admin/dashboard/contracts; /admin/dashboard/logistics,artist_owner|venue_manager,Signed or approved state reaches intended collaborator,organization,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-SUCCESS,organization_manager,execute,ORG-13,Send event change and operational communication,web,success,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-EMPTY_STATE,organization_manager,execute,ORG-13,Send event change and operational communication,web,empty_state,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-INVALID_INPUT,organization_manager,execute,ORG-13,Send event change and operational communication,web,invalid_input,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-CANCEL_OR_RETRY,organization_manager,execute,ORG-13,Send event change and operational communication,web,cancel_or_retry,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-NOTIFICATION,organization_manager,execute,ORG-13,Send event change and operational communication,web,notification,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-PERSISTENCE,organization_manager,execute,ORG-13,Send event change and operational communication,web,persistence,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-ACCESSIBILITY,organization_manager,execute,ORG-13,Send event change and operational communication,web,accessibility,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-RESPONSIVE_OR_NATIVE,organization_manager,execute,ORG-13,Send event change and operational communication,web,responsive_or_native,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
ORG-13-WEB-UNAUTHORIZED,organization_manager,execute,ORG-13,Send event change and operational communication,web,unauthorized,/admin/dashboard/communications; /events/[slug]/hq,worker|venue_manager,Recipients see the same change and notification,social,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-SUCCESS,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,success,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-EMPTY_STATE,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,empty_state,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-INVALID_INPUT,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,invalid_input,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-CANCEL_OR_RETRY,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,cancel_or_retry,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-NOTIFICATION,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,notification,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-PERSISTENCE,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,persistence,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-ACCESSIBILITY,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,accessibility,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-RESPONSIVE_OR_NATIVE,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,responsive_or_native,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-01-WEB-UNAUTHORIZED,customer,execute,TIX-01,Transfer campaign ticket to authorized recipient,web,unauthorized,/tickets/my-tickets,customer,Transfer and wallet ownership persist without duplicates,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-02-WEB-SUCCESS,door_staff,execute,TIX-02,Resolve guest list or duplicate admission attempt,web,success,/admin/dashboard/events/[id]/check-in,customer|organization_manager,Admission counts and denial are consistent,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
TIX-02-WEB-EMPTY_STATE,door_staff,execute,TIX-02,Resolve guest list or duplicate admission attempt,web,empty_state,/admin/dashboard/events/[id]/check-in,customer|organization_manager,Admission counts and denial are consistent,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
